Filename,Identical
ISIC_0014805.jpg,True
ISIC_0000132.jpg,True
ISIC_0013500.jpg,True
ISIC_0004166.jpg,True
ISIC_0000341.jpg,True
ISIC_0013341.jpg,True
ISIC_0013249.jpg,True
ISIC_0013713.jpg,True
ISIC_0000292.jpg,True
ISIC_0014507.jpg,True
ISIC_0012696.jpg,True
ISIC_0000078.jpg,True
ISIC_0008626.jpg,True
ISIC_0009958.jpg,True
ISIC_0000133.jpg,True
ISIC_0010215.jpg,True
ISIC_0012550.jpg,True
ISIC_0011227.jpg,True
ISIC_0000052.jpg,True
ISIC_0013747.jpg,True
ISIC_0013438.jpg,True
ISIC_0010444.jpg,True
ISIC_0012670.jpg,True
ISIC_0011321.jpg,True
ISIC_0000506.jpg,True
ISIC_0008807.jpg,True
ISIC_0012478.jpg,True
ISIC_0014299.jpg,True
ISIC_0012685.jpg,True
ISIC_0013000.jpg,True
ISIC_0012445.jpg,True
ISIC_0000288.jpg,True
ISIC_0012840.jpg,True
ISIC_0013394.jpg,True
ISIC_0014641.jpg,True
ISIC_0012742.jpg,True
ISIC_0002439.jpg,True
ISIC_0014571.jpg,True
ISIC_0012150.jpg,True
ISIC_0013238.jpg,True
ISIC_0010364.jpg,True
ISIC_0000029.jpg,True
ISIC_0013233.jpg,True
ISIC_0012148.jpg,True
ISIC_0010571.jpg,True
ISIC_0000369.jpg,True
ISIC_0006114.jpg,True
ISIC_0000419.jpg,True
ISIC_0012521.jpg,True
ISIC_0000307.jpg,True
ISIC_0013486.jpg,True
ISIC_0014843.jpg,True
ISIC_0000022.jpg,True
ISIC_0012512.jpg,True
ISIC_0012338.jpg,True
ISIC_0014502.jpg,True
ISIC_0000458.jpg,True
ISIC_0000549.jpg,True
ISIC_0013805.jpg,True
ISIC_0015079.jpg,True
ISIC_0014337.jpg,True
ISIC_0000243.jpg,True
ISIC_0010236.jpg,True
ISIC_0014475.jpg,True
ISIC_0012320.jpg,True
ISIC_0012666.jpg,True
ISIC_0013721.jpg,True
ISIC_0010191.jpg,True
ISIC_0014473.jpg,True
ISIC_0013835.jpg,True
ISIC_0014585.jpg,True
ISIC_0011121.jpg,True
ISIC_0013397.jpg,True
ISIC_0011225.jpg,True
ISIC_0014605.jpg,True
ISIC_0010584.jpg,True
ISIC_0013052.jpg,True
ISIC_0000140.jpg,True
ISIC_0014724.jpg,True
ISIC_0012469.jpg,True
ISIC_0000448.jpg,True
ISIC_0001103.jpg,True
ISIC_0011366.jpg,True
ISIC_0014187.jpg,True
ISIC_0013220.jpg,True
ISIC_0012800.jpg,True
ISIC_0009968.jpg,True
ISIC_0012806.jpg,True
ISIC_0012397.jpg,True
ISIC_0012888.jpg,True
ISIC_0001128.jpg,True
ISIC_0000172.jpg,True
ISIC_0012384.jpg,True
ISIC_0013167.jpg,True
ISIC_0012891.jpg,True
ISIC_0011140.jpg,True
ISIC_0013047.jpg,True
ISIC_0002246.jpg,True
ISIC_0000882.jpg,True
ISIC_0000354.jpg,True
ISIC_0000387.jpg,True
ISIC_0014594.jpg,True
ISIC_0013417.jpg,True
ISIC_0013802.jpg,True
ISIC_0013695.jpg,True
ISIC_0000348.jpg,True
ISIC_0009998.jpg,True
ISIC_0014846.jpg,True
ISIC_0014763.jpg,True
ISIC_0012789.jpg,True
ISIC_0014739.jpg,True
ISIC_0009919.jpg,True
ISIC_0011348.jpg,True
ISIC_0001140.jpg,True
ISIC_0014726.jpg,True
ISIC_0012982.jpg,True
ISIC_0012107.jpg,True
ISIC_0012224.jpg,True
ISIC_0014908.jpg,True
ISIC_0011146.jpg,True
ISIC_0012348.jpg,True
ISIC_0010247.jpg,True
ISIC_0012773.jpg,True
ISIC_0000319.jpg,True
ISIC_0012230.jpg,True
ISIC_0012442.jpg,True
ISIC_0012406.jpg,True
ISIC_0010003.jpg,True
ISIC_0011158.jpg,True
ISIC_0015182.jpg,True
ISIC_0008600.jpg,True
ISIC_0011164.jpg,True
ISIC_0010467.jpg,True
ISIC_0014081.jpg,True
ISIC_0013610.jpg,True
ISIC_0013205.jpg,True
ISIC_0010552.jpg,True
ISIC_0012094.jpg,True
ISIC_0012851.jpg,True
ISIC_0014581.jpg,True
ISIC_0011322.jpg,True
ISIC_0000364.jpg,True
ISIC_0012391.jpg,True
ISIC_0013806.jpg,True
ISIC_0000503.jpg,True
ISIC_0014650.jpg,True
ISIC_0014769.jpg,True
ISIC_0000366.jpg,True
ISIC_0014576.jpg,True
ISIC_0011112.jpg,True
ISIC_0014026.jpg,True
ISIC_0011097.jpg,True
ISIC_0000035.jpg,True
ISIC_0000431.jpg,True
ISIC_0009973.jpg,True
ISIC_0011300.jpg,True
ISIC_0000124.jpg,True
ISIC_0002453.jpg,True
ISIC_0014066.jpg,True
ISIC_0013200.jpg,True
ISIC_0000259.jpg,True
ISIC_0012770.jpg,True
ISIC_0014545.jpg,True
ISIC_0008552.jpg,True
ISIC_0000109.jpg,True
ISIC_0012880.jpg,True
ISIC_0000300.jpg,True
ISIC_0012944.jpg,True
ISIC_0011137.jpg,True
ISIC_0014848.jpg,True
ISIC_0000415.jpg,True
ISIC_0014527.jpg,True
ISIC_0011398.jpg,True
ISIC_0012214.jpg,True
ISIC_0013155.jpg,True
ISIC_0009931.jpg,True
ISIC_0013174.jpg,True
ISIC_0000397.jpg,True
ISIC_0000221.jpg,True
ISIC_0014722.jpg,True
ISIC_0000436.jpg,True
ISIC_0000128.jpg,True
ISIC_0010201.jpg,True
ISIC_0012699.jpg,True
ISIC_0000190.jpg,True
ISIC_0012810.jpg,True
ISIC_0000118.jpg,True
ISIC_0001102.jpg,True
ISIC_0010854.jpg,True
ISIC_0000104.jpg,True
ISIC_0012175.jpg,True
ISIC_0015110.jpg,True
ISIC_0012675.jpg,True
ISIC_0013409.jpg,True
ISIC_0014890.jpg,True
