Filename,Identical
ISIC_0072077.jpg,False
ISIC_0060158.jpg,False
ISIC_0065968.jpg,False
ISIC_0057391.jpg,False
ISIC_0071807.jpg,False
ISIC_0059052.jpg,False
ISIC_0064304.jpg,False
ISIC_0054731.jpg,False
ISIC_0072848.jpg,False
ISIC_0055601.jpg,False
ISIC_0055667.jpg,False
ISIC_0059585.jpg,False
ISIC_0062431.jpg,False
ISIC_0067029.jpg,False
ISIC_0067726.jpg,False
ISIC_0071324.jpg,False
ISIC_0058199.jpg,False
ISIC_0058401.jpg,False
ISIC_0060166.jpg,False
ISIC_0055658.jpg,False
ISIC_0061516.jpg,False
ISIC_0063693.jpg,False
ISIC_0070932.jpg,False
ISIC_0067295.jpg,False
ISIC_0055112.jpg,False
ISIC_0061011.jpg,False
ISIC_0066482.jpg,False
ISIC_0062927.jpg,False
ISIC_0062684.jpg,False
ISIC_0070898.jpg,False
ISIC_0058357.jpg,False
ISIC_0057875.jpg,False
ISIC_0058935.jpg,False
ISIC_0059050.jpg,False
ISIC_0061699.jpg,False
ISIC_0056094.jpg,False
ISIC_0054732.jpg,False
ISIC_0061419.jpg,False
ISIC_0066990.jpg,False
ISIC_0055501.jpg,False
ISIC_0064882.jpg,False
ISIC_0055549.jpg,False
ISIC_0055237.jpg,False
ISIC_0063715.jpg,False
ISIC_0072928.jpg,False
ISIC_0058938.jpg,False
ISIC_0053772.jpg,False
ISIC_0062458.jpg,False
ISIC_0061738.jpg,False
ISIC_0068383.jpg,False
ISIC_0057213.jpg,False
ISIC_0066358.jpg,False
ISIC_0071947.jpg,False
ISIC_0057828.jpg,False
ISIC_0059187.jpg,False
ISIC_0066461.jpg,False
ISIC_0056849.jpg,False
ISIC_0064396.jpg,False
ISIC_0056416.jpg,False
ISIC_0063515.jpg,False
ISIC_0055064.jpg,False
ISIC_0069288.jpg,False
ISIC_0073048.jpg,False
ISIC_0069965.jpg,False
ISIC_0064910.jpg,False
ISIC_0065458.jpg,False
ISIC_0067110.jpg,False
ISIC_0069422.jpg,False
ISIC_0070165.jpg,False
ISIC_0067044.jpg,False
ISIC_0055404.jpg,False
ISIC_0056333.jpg,False
ISIC_0064110.jpg,False
ISIC_0071543.jpg,False
ISIC_0068385.jpg,False
ISIC_0056984.jpg,False
ISIC_0070338.jpg,False
ISIC_0068086.jpg,False
ISIC_0059318.jpg,False
ISIC_0068186.jpg,False
ISIC_0059522.jpg,False
ISIC_0057062.jpg,False
ISIC_0071197.jpg,False
ISIC_0069398.jpg,False
ISIC_0067395.jpg,False
ISIC_0058965.jpg,False
ISIC_0067922.jpg,False
ISIC_0062792.jpg,False
ISIC_0061077.jpg,False
ISIC_0062005.jpg,False
ISIC_0054674.jpg,False
ISIC_0070367.jpg,False
ISIC_0069842.jpg,False
ISIC_0062477.jpg,False
ISIC_0064814.jpg,False
ISIC_0071162.jpg,False
ISIC_0059012.jpg,False
ISIC_0057747.jpg,False
ISIC_0072859.jpg,False
ISIC_0067638.jpg,False
ISIC_0054528.jpg,False
ISIC_0062185.jpg,False
ISIC_0056602.jpg,False
ISIC_0060550.jpg,False
ISIC_0054178.jpg,False
ISIC_0062395.jpg,False
ISIC_0069732.jpg,False
ISIC_0067390.jpg,False
ISIC_0062175.jpg,False
ISIC_0058340.jpg,False
ISIC_0059593.jpg,False
ISIC_0068762.jpg,False
ISIC_0070294.jpg,False
ISIC_0072123.jpg,False
ISIC_0062915.jpg,False
ISIC_0055089.jpg,False
ISIC_0060939.jpg,False
ISIC_0059008.jpg,False
ISIC_0061322.jpg,False
ISIC_0056124.jpg,False
ISIC_0056135.jpg,False
ISIC_0069287.jpg,False
ISIC_0068056.jpg,False
ISIC_0059609.jpg,False
ISIC_0063775.jpg,False
ISIC_0063674.jpg,False
ISIC_0069213.jpg,False
ISIC_0055234.jpg,False
ISIC_0071071.jpg,False
ISIC_0067767.jpg,False
ISIC_0066376.jpg,False
ISIC_0056351.jpg,False
ISIC_0065468.jpg,False
ISIC_0058556.jpg,False
ISIC_0062121.jpg,False
ISIC_0072266.jpg,False
ISIC_0059106.jpg,False
ISIC_0071399.jpg,False
ISIC_0057743.jpg,False
ISIC_0057405.jpg,False
ISIC_0064787.jpg,False
ISIC_0070291.jpg,False
ISIC_0066408.jpg,False
ISIC_0064884.jpg,False
ISIC_0070511.jpg,False
